brand,menu,calories,fat,cho,sodium,charbo,sugar,protein
IHOP,Diced Bacon,90.0,7.0,15.0,460.0,0.0,0.0,7.0
IHOP,Diced Ham,122.0,2.0,61.0,1291.0,4.0,2.0,20.0
IHOP,Fire Roasted Poblano Salsa,20.0,0.0,0.0,180.0,4.0,2.0,1.0
IHOP,Flour Tortilla,290.0,8.0,0.0,730.0,46.0,2.0,8.0
IHOP,Fried Eggs,120.0,6.0,335.0,130.0,4.0,0.0,12.0
IHOP,Hard or Soft Boiled Egg,80.0,6.0,185.0,60.0,1.0,1.0,6.0
IHOP,Hash Browns,210.0,14.0,0.0,230.0,19.0,0.0,2.0
IHOP,Pepper Jack Cheese,160.0,13.0,45.0,270.0,1.0,0.0,10.0
IHOP,Poached Egg,60.0,4.0,165.0,130.0,0.0,0.0,6.0
IHOP,Pork Sausage Links,190.0,19.0,35.0,330.0,1.0,0.0,5.0
IHOP,Rye Bread,200.0,3.0,0.0,450.0,36.0,3.0,6.0
IHOP,Rye Toast with Butter & Jam/Jelly,320.0,9.0,15.0,460.0,54.0,19.0,7.0
IHOP,Sauteed Green Peppers & Onions,70.0,7.0,0.0,45.0,2.0,1.0,0.0
IHOP,Sauteed Mushrooms,80.0,7.0,0.0,45.0,2.0,1.0,2.0
IHOP,Sauteed spinach,80.0,7.0,0.0,85.0,2.0,0.0,2.0
IHOP,Scrambled Egg,110.0,9.0,205.0,105.0,1.0,0.0,7.0
IHOP,Scrambled Egg White,30.0,1.0,0.0,95.0,0.0,0.0,6.0
IHOP,Sharp White Cheddar Cheese,170.0,14.0,40.0,270.0,1.0,0.0,10.0
IHOP,Shredded Cheddar Cheese,230.0,19.0,55.0,360.0,2.0,0.0,13.0
IHOP,Sour Cream,60.0,6.0,20.0,15.0,1.0,1.0,1.0
IHOP,Sourdough Bread,160.0,2.0,0.0,360.0,31.0,1.0,5.0
IHOP,Sourdough Toast with Butter & Jam or Jelly,230.0,5.0,10.0,370.0,39.0,10.0,6.0
IHOP,Spam,170.0,14.0,35.0,550.0,2.0,1.0,8.0
IHOP,Swiss Cheese,110.0,9.0,25.0,50.0,0.0,0.0,8.0
IHOP,Tomato,10.0,0.0,0.0,0.0,2.0,2.0,1.0
IHOP,Turkey Sausage Links,90.0,7.0,35.0,390.0,0.0,0.0,8.0
IHOP,Wheatberry Bread,210.0,3.0,0.0,430.0,40.0,0.0,7.0
IHOP,Wheatberry Toast with Butter & Jam/Jelly,350.0,11.0,20.0,440.0,58.0,16.0,7.0
IHOP,White Bread,130.0,2.0,0.0,240.0,25.0,3.0,4.0
IHOP,White Toast with Butter & Jam/Jelly,250.0,7.0,15.0,250.0,42.0,19.0,5.0
IHOP,Whole Wheat Bread plain,200.0,3.0,0.0,37.0,34.0,3.0,10.0
IHOP,Whole Wheat Toast with Butter & Jam/Jelly,340.0,11.0,20.0,370.0,52.0,20.0,10.0
IHOP,Belgian Waffle with Whipped Butter,591.0,30.0,160.0,750.0,69.0,17.0,11.0
IHOP,French Creme Brulee Pancakes,631.0,26.0,120.0,1630.0,87.0,36.0,14.0
IHOP,Gluten Friendly Belgian Waffles,410.0,13.0,65.0,850.0,66.0,12.0,8.0
IHOP,Gluten Friendly Pancakes,540.0,15.0,80.0,1140.0,90.0,17.0,11.0
IHOP,Balsamic Vinaigrette Dressing,200.0,16.0,5.0,370.0,12.0,10.0,0.0
IHOP,Buttermilk Ranch Dressing,290.0,31.0,20.0,440.0,2.0,1.0,1.0
IHOP,Honey Mustard Dressing,230.0,20.0,15.0,470.0,13.0,12.0,1.0
IHOP,Ranch Dressing,290.0,31.0,20.0,440.0,2.0,1.0,1.0
IHOP,Chicken & Veggie Salad with Balsamic Vinaigrette,600.0,35.0,110.0,1790.0,38.0,24.0,38.0
IHOP,Crispy Chicken & Veggie Salad with Balsamic Vinaigrette,791.0,49.0,65.0,1530.0,60.0,24.0,32.0
IHOP,House Salad,30.0,0.0,0.0,20.0,7.0,4.0,2.0
IHOP,Big Brunch Steakburger,1001.0,64.0,305.0,2190.0,59.0,10.0,46.0
IHOP,BLTA Sandwich,1171.0,84.0,75.0,1970.0,74.0,7.0,31.0
IHOP,Classic Steakburger,671.0,42.0,130.0,1770.0,42.0,11.0,32.0
IHOP,Classic Steakburger with Bacon,771.0,50.0,140.0,2080.0,42.0,11.0,38.0
IHOP,Cowboy BBQ Steakburger,951.0,54.0,140.0,550.0,76.0,22.0,41.0
IHOP,Ham & Egg Melt Sandwich,961.0,51.0,550.0,2740.0,68.0,7.0,57.0
IHOP,Jalapeno Kick Steakburger,1001.0,74.0,155.0,189.0,42.0,10.0,41.0
IHOP,Mega Monster Cheeseburger,1071.0,72.0,230.0,2650.0,43.0,11.0,60.0
IHOP,Philly Cheese Steak Stacker Burger,821.0,45.0,125.0,2220.0,58.0,10.0,49.0
IHOP,Spicy Buffalo Chicken Sandwich,631.0,31.0,80.0,2800.0,58.0,8.0,29.0
IHOP,Turkey Cheddar Club Sandwich,1181.0,76.0,170.0,2100.0,66.0,6.0,59.0
IHOP,Chocolate Sauce,420.0,2.0,0.0,65.0,99.0,85.0,3.0
IHOP,IHOP Sauce,220.0,21.0,10.0,550.0,8.0,7.0,0.0
IHOP,Vanilla Sauce,320.0,23.0,65.0,150.0,27.0,20.0,2.0
IHOP,Buttered Corn,180.0,10.0,25.0,65.0,20.0,8.0,4.0
IHOP,Buttered English Muffin,160.0,5.0,10.0,220.0,25.0,1.0,4.0
IHOP,Cheese Blintzes with Blueberry Compote,891.0,54.0,245.0,1230.0,77.0,39.0,26.0
IHOP,Corn Tortillas,110.0,1.0,0.0,15.0,22.0,0.0,1.0
IHOP,Crispy Breakfast Potatoes,280.0,13.0,0.0,1050.0,37.0,1.0,5.0
IHOP,Crispy Potato Cakes,370.0,24.0,0.0,660.0,35.0,1.0,4.0
IHOP,Fresh Fruit,60.0,0.0,0.0,0.0,14.0,11.0,1.0
IHOP,Garlic Bread,140.0,8.0,0.0,240.0,15.0,1.0,2.0
IHOP,Grilled Buttermilk Biscuit,450.0,25.0,15.0,1190.0,50.0,2.0,6.0
IHOP,Grits,100.0,0.0,0.0,220.0,22.0,0.0,2.0
IHOP,Onion Rings,531.0,30.0,0.0,1060.0,60.0,7.0,7.0
IHOP,Red Skin Mashed Potatoes,240.0,13.0,0.0,680.0,30.0,1.0,5.0
IHOP,Scrapple,290.0,18.0,110.0,960.0,16.0,0.0,18.0
IHOP,Sliced Ham,120.0,3.0,55.0,1290.0,4.0,2.0,20.0
IHOP,Blueberry Compote Topping,240.0,0.0,0.0,75.0,61.0,53.0,0.0
IHOP,Cheesecake Bites Topping,400.0,23.0,100.0,310.0,42.0,28.0,7.0
IHOP,Chocolate Chip Toppings,581.0,30.0,5.0,0.0,76.0,62.0,5.0
IHOP,Glazed Strawberries Topping,150.0,0.0,0.0,25.0,38.0,30.0,1.0
IHOP,Old Fashioned Pancake Syrup,110.0,0.0,0.0,15.0,27.0,18.0,0.0
IHOP,Rosette Whipped Topping,25.0,2.0,5.0,0.0,1.0,1.0,0.0
IHOP,Whipped Butter Topping,70.0,8.0,20.0,65.0,0.0,0.0,0.0
In-N-Out Burger,7UP,200.0,0.0,0.0,60.0,54.0,54.0,0.0
In-N-Out Burger,Coca-Cola,195.0,0.0,0.0,12.0,54.0,54.0,0.0
In-N-Out Burger,Coffee,5.0,0.0,0.0,10.0,0.0,0.0,1.0
In-N-Out Burger,Diet Coke,0.0,0.0,0.0,20.0,0.0,0.0,0.0
In-N-Out Burger,Dr Pepper,200.0,0.0,0.0,60.0,52.0,52.0,0.0
In-N-Out Burger,Iced Tea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In-N-Out Burger,Lemonade,179.0,0.0,0.0,20.0,40.0,38.0,0.0
In-N-Out Burger,Milk,180.0,6.0,30.0,190.0,18.0,18.0,12.0
In-N-Out Burger,Minute Maid Light Lemonade,8.0,0.0,0.0,7.0,1.0,0.0,0.0
In-N-Out Burger,Root Beer,219.0,0.0,0.0,48.0,60.0,60.0,0.0
In-N-Out Burger,French Fries,395.0,18.0,0.0,245.0,54.0,0.0,7.0
In-N-Out Burger,Chocolate Shake,590.0,29.0,15.0,320.0,72.0,65.0,10.0
In-N-Out Burger,Strawberry Shake,590.0,27.0,15.0,270.0,81.0,67.0,8.0
In-N-Out Burger,Vanilla Shake,580.0,31.0,20.0,300.0,67.0,57.0,10.0
Jack in the Box,Bacon Cheddar Loaded Double Cheeseburger,910.0,37.0,165.0,1190.0,31.0,4.0,56.0
Jack in the Box,Cheddar Loaded Cheeseburger,550.0,37.0,80.0,620.0,30.0,3.0,27.0
Jack in the Box,Cheeseburger,320.0,14.0,35.0,820.0,32.0,6.0,16.0
Jack in the Box,Double Jack,830.0,58.0,140.0,1130.0,34.0,7.0,46.0
Jack in the Box,Hamburger,280.0,11.0,25.0,680.0,32.0,5.0,14.0
Jack in the Box,Quad Bonus Jack,850.0,59.0,145.0,1480.0,34.0,7.0,47.0
Jack in the Box,Sourdough Jack&reg;,660.0,41.0,90.0,1450.0,40.0,8.0,35.0
Jack in the Box,Spicy Sriracha Burger,680.0,45.0,90.0,1330.0,38.0,6.0,33.0
Jack in the Box,Triple Bonus Jack,700.0,47.0,110.0,1250.0,34.0,7.0,37.0
Jack in the Box,Bacon Breakfast Jack&reg;,310.0,14.0,240.0,790.0,30.0,4.0,17.0
Jack in the Box,"Bacon, Egg & Cheese Biscuit",430.0,25.0,245.0,1060.0,35.0,1.0,16.0
Jack in the Box,"Biscuit, A La Carte",260.0,14.0,0.0,690.0,25.0,2.0,5.0
Jack in the Box,Breakfast Jack&reg;,280.0,11.0,240.0,780.0,30.0,4.0,16.0
Jack in the Box,Extreme Sausage&reg; Sandwich,660.0,47.0,310.0,1360.0,32.0,5.0,29.0
Jack in the Box,French Toast Sticks,230.0,11.0,0.0,290.0,29.0,6.0,4.0
Jack in the Box,Hash Brown Plank,190.0,13.0,0.0,350.0,17.0,0.0,2.0
Jack in the Box,"Jumbo Breakfast Platter, Bacon",660.0,37.0,420.0,1300.0,55.0,7.0,25.0
Jack in the Box,"Jumbo Breakfast Platter, Sausage",750.0,47.0,440.0,1170.0,56.0,7.0,25.0
Jack in the Box,Loaded Breakfast Sandwich,710.0,47.0,515.0,1690.0,36.0,4.0,36.0
Jack in the Box,Mini Pancakes,140.0,2.0,0.0,350.0,28.0,6.0,4.0
Jack in the Box,Sausage Biscuit,460.0,30.0,35.0,860.0,35.0,1.0,12.0
Jack in the Box,Sausage Breakfast Jack&reg;,440.0,27.0,265.0,870.0,31.0,4.0,20.0
Jack in the Box,Sausage Croissant,570.0,40.0,275.0,780.0,32.0,3.0,20.0
Jack in the Box,"Sausage, Egg & Cheese Biscuit",570.0,38.0,270.0,1140.0,36.0,2.0,19.0
Jack in the Box,Sourdough Breakfast Sandwich,410.0,21.0,250.0,1010.0,35.0,4.0,20.0
Jack in the Box,Stacked Croissant,860.0,63.0,540.0,1710.0,37.0,6.0,38.0
Jack in the Box,Supreme Croissant,450.0,27.0,260.0,890.0,32.0,4.0,19.0
Jack in the Box,Ultimate Breakfast Sandwich,520.0,25.0,490.0,1590.0,42.0,5.0,33.0
Jack in the Box,American Cheese,40.0,4.0,10.0,200.0,0.0,0.0,2.0
Jack in the Box,Provolone Cheese,60.0,5.0,15.0,150.0,0.0,0.0,4.0
Jack in the Box,Real Cheddar Cheese,70.0,6.0,15.0,110.0,1.0,0.0,4.0
Jack in the Box,Real Swiss Cheese,70.0,6.0,20.0,80.0,0.0,0.0,5.0
Jack in the Box,Swiss Style Cheese,40.0,3.0,10.0,140.0,1.0,0.0,2.0
Jack in the Box,BBQ Cluck Deluxe Sandwich,770.0,33.0,95.0,2450.0,79.0,20.0,41.0
Jack in the Box,BBQ Cluck Sandwich,560.0,20.0,70.0,1840.0,65.0,18.0,32.0
Jack in the Box,Cluck Deluxe Sandwich,630.0,32.0,70.0,1520.0,56.0,9.0,32.0
Jack in the Box,Cluck Sandwich,490.0,22.0,45.0,1260.0,54.0,10.0,23.0
Jack in the Box,Deluxe Fish Sandwich,670.0,34.0,50.0,1410.0,51.0,6.0,20.0
Jack in the Box,Homestyle Ranch Chicken Club,730.0,35.0,80.0,2010.0,65.0,8.0,39.0
Jack in the Box,Sourdough Grilled Chicken Club,540.0,26.0,90.0,1490.0,38.0,6.0,39.0
Jack in the Box,Barbecue Dipping Sauce,40.0,0.0,0.0,360.0,10.0,9.0,0.0
Jack in the Box,Buttermilk House Dipping Sauce,130.0,13.0,10.0,210.0,3.0,0.0,0.0
Jack in the Box,Fire Roasted Salsa,10.0,0.0,0.0,120.0,2.0,1.0,0.0
Jack in the Box,Frank's&reg; RedHot&reg; Buffalo Dipping Sauce,10.0,0.0,0.0,840.0,2.0,0.0,0.0
Jack in the Box,Honey Mustard Dipping Sauce,60.0,2.0,0.0,220.0,11.0,9.0,0.0
Jack in the Box,Log Cabin&reg; Syrup,190.0,0.0,0.0,35.0,49.0,18.0,0.0
Jack in the Box,Sweet & Sour Dipping Sauce,45.0,0.0,0.0,160.0,11.0,6.0,0.0
Jack in the Box,Teriyaki Dipping Sauce,60.0,1.0,0.0,530.0,11.0,10.0,1.0
Jack in the Box,Bottled Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack in the Box,Chocolate Lowfat Milk Chug,180.0,3.0,5.0,200.0,30.0,29.0,10.0
Jack in the Box,Reduced Fat Milk Chug 2%,120.0,5.0,25.0,120.0,12.0,12.0,9.0
Jack in the Box,Halfsies Fries,390.0,21.0,0.0,810.0,46.0,0.0,5.0
Jack in the Box,Jack's Mini Munchies Variety Box,670.0,34.0,25.0,1410.0,73.0,3.0,17.0
Jack in the Box,Stacked Grilled Cheese Sandwich,840.0,50.0,100.0,1970.0,57.0,8.0,38.0
Jack in the Box,Fire Roasted Salsa,10.0,0.0,0.0,120.0,2.0,1.0,0.0
Jack in the Box,Grape Jelly,35.0,0.0,0.0,10.0,9.0,9.0,0.0
Jack in the Box,Grilled Onions,10.0,0.0,0.0,0.0,2.0,1.0,0.0
Jack in the Box,Hangry Chicken Hash,850.0,65.0,60.0,2090.0,51.0,2.0,17.0
Jack in the Box,Jack'd Jalapeno Hash,670.0,52.0,45.0,1440.0,38.0,2.0,15.0
Jack in the Box,Mayonnaise,80.0,9.0,5.0,40.0,0.0,0.0,0.0
Jack in the Box,Mustard,5.0,0.0,0.0,50.0,1.0,0.0,0.0
Jack in the Box,Pride Margarine Spread,20.0,3.0,0.0,45.0,0.0,0.0,0.0
Jack in the Box,Red Onions,5.0,0.0,0.0,0.0,1.0,1.0,0.0
Jack in the Box,Sour Cream,60.0,5.0,15.0,25.0,2.0,1.0,1.0
Jack in the Box,Soy Sauce,5.0,0.0,0.0,480.0,1.0,0.0,1.0
Jack in the Box,Strawberry Jam,35.0,0.0,0.0,5.0,9.0,8.0,0.0
Jack in the Box,Taco Sauce,0.0,0.0,0.0,80.0,0.0,0.0,0.0
Jack in the Box,Wakey Bakey Hash,790.0,63.0,285.0,1400.0,38.0,2.0,19.0
Jack in the Box,Bacon Ranch Dressing,220.0,23.0,25.0,570.0,3.0,1.0,1.0
Jack in the Box,Creamy Southwest Dressing,190.0,19.0,20.0,740.0,3.0,1.0,1.0
Jack in the Box,Gourmet Seasoned Croutons,50.0,3.0,0.0,150.0,9.0,0.0,1.0
Jack in the Box,Lite Ranch Dressing,130.0,13.0,20.0,490.0,2.0,1.0,1.0
Jack in the Box,Low-Fat Balsamic Vinaigrette,25.0,2.0,0.0,360.0,3.0,2.0,0.0
Jack in the Box,Spicy Corn Sticks,60.0,3.0,0.0,60.0,7.0,0.0,1.0
Jack in the Box,Grilled Chicken Salad,250.0,9.0,70.0,660.0,14.0,6.0,28.0
Jack in the Box,Chocolate Croissant Bites,320.0,15.0,0.0,130.0,42.0,13.0,6.0
Jack in the Box,Donut Holes,210.0,13.0,0.0,190.0,19.0,4.0,3.0
Jack in the Box,New York Style Cheesecake,310.0,17.0,25.0,260.0,32.0,22.0,7.0
Jack in the Box,Bacon Cheddar Potato Wedges,680.0,42.0,35.0,1270.0,58.0,2.0,18.0
Jack in the Box,Loaded Spicy Tiny Tacos,510.0,25.0,60.0,1240.0,57.0,5.0,17.0
Jack in the Box,Loaded Tiny Tacos,470.0,22.0,75.0,1340.0,51.0,5.0,17.0
Jack in the Box,Onion Rings,450.0,28.0,0.0,620.0,45.0,5.0,6.0
Jack in the Box,Side Salad,20.0,0.0,0.0,10.0,4.0,2.0,1.0
Jack in the Box,Spicy Tiny Tacos,360.0,13.0,40.0,670.0,52.0,3.0,12.0
Jack in the Box,Tiny Tacos,350.0,13.0,55.0,780.0,45.0,3.0,12.0
Jamba Juice,Four Cheese Flatbread,350.0,13.0,25.0,570.0,44.0,2.0,18.0
Jamba Juice,Cheddar Tomato Twist,250.0,4.5,5.0,430.0,41.0,3.0,9.0
Jamba Juice,Parmesan Pretzel,420.0,0.0,0.0,690.0,69.0,0.0,12.0
Jamba Juice,Acai Primo Bowl,510.0,10.0,0.0,45.0,101.0,67.0,8.0
Jamba Juice,Chunky Strawberry Bowl,580.0,0.0,0.0,135.0,94.0,0.0,21.0
Jamba Juice,Island Pitaya Bowl,480.0,0.0,0.0,20.0,102.0,0.0,7.0
Jamba Juice,Nutty Almond Butter Bowl,430.0,0.0,0.0,105.0,68.0,0.0,5.0
Jamba Juice,Peachy Green Goodness Bowl,510.0,0.0,0.0,50.0,82.0,0.0,15.0
Jamba Juice,Vanilla Blue Sky Bowl,330.0,0.0,0.0,85.0,62.0,0.0,6.0
Jamba Juice,Impossible Breakfast Sandwich,220.0,12.0,15.0,580.0,16.0,1.0,11.0
Jamba Juice,Spring Veggie Egg Bake,200.0,14.0,185.0,480.0,8.0,1.0,10.0
Jamba Juice,Blueberry Strawberry Blast-Off,190.0,1.0,0.0,15.0,46.0,31.0,1.0
Jamba Juice,Strawberries Gone Bananas,150.0,0.0,0.0,10.0,36.0,0.0,1.0
Jamba Juice,Ginger Lemon Cayenne Shot,15.0,0.0,0.0,0.0,4.0,3.0,0.0
Jamba Juice,Ginger Orange Cayenne Shot,25.0,0.0,0.0,0.0,5.0,0.0,0.0
Jamba Juice,Wheatgrass Shot,15.0,0.0,0.0,10.0,2.0,3.0,1.0
Jamba Juice,Oatmeal,170.0,2.5,0.0,20.0,31.0,5.0,6.0
Jamba Juice,Bananas,60.0,0.0,0.0,0.0,15.0,0.0,1.0
Jamba Juice,Blueberries,10.0,0.0,0.0,0.0,2.0,0.0,0.0
Jamba Juice,Brown Sugar Crumble,40.0,0.0,0.0,0.0,8.0,0.0,0.0
Jamba Juice,Coconut Chips,25.0,0.0,0.0,15.0,3.0,0.0,0.0
Jamba Juice,Ginger,5.0,0.0,0.0,0.0,1.0,0.0,0.0
Jamba Juice,Honey,30.0,0.0,0.0,0.0,9.0,0.0,0.0
Jamba Juice,Organic Granola,100.0,0.0,0.0,5.0,14.0,0.0,2.0
Jamba Juice,Shredded Coconut,25.0,0.0,0.0,0.0,1.0,0.0,0.0
Jamba Juice,Sliced Almonds,20.0,0.0,0.0,0.0,1.0,0.0,1.0
Jamba Juice,Strawberries,5.0,0.0,0.0,0.0,1.0,0.0,0.0
Jamba Juice,3G Energy,5.0,0.0,0.0,0.0,3.0,0.0,0.0
Jamba Juice,Soy Protein,25.0,0.0,0.0,70.0,0.0,0.0,6.0
Jamba Juice,Whey Protein,70.0,0.0,0.0,35.0,1.0,0.0,13.0
Jamba Juice,Almond Butter,30.0,0.0,0.0,0.0,0.0,0.0,1.0
Jamba Juice,Blue Spirulina,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamba Juice,Chia Seeds,20.0,2.0,0.0,0.0,2.0,0.0,1.0
Jamba Juice,Goji Berries,15.0,0.0,0.0,15.0,3.0,0.0,1.0
Jamba Juice,Kale,15.0,0.0,0.0,10.0,3.0,0.0,1.0
Jamba Juice,Matcha Powder,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamba Juice,Nonfat Greek Yogurt,40.0,0.0,0.0,30.0,3.0,0.0,7.0
Jamba Juice,Peanut Butter,100.0,0.0,0.0,50.0,4.0,0.0,4.0
Jamba Juice,Pumpkin Seeds,130.0,12.0,0.0,0.0,3.0,0.0,7.0
Jason's Deli,Banana Nut Muffin,220.0,10.0,256.0,170.0,29.0,14.0,5.0
Jason's Deli,Blueberry Muffin,190.0,5.0,30.0,180.0,34.0,19.0,3.0
Jason's Deli,Breakfast Club Sandwich,581.0,27.0,265.0,1260.0,44.0,8.0,43.0
Jason's Deli,Cinnamon Walnut Coffee Cake,380.0,19.0,65.0,390.0,47.0,31.0,5.0
Jason's Deli,Cranberry Lemon Zest Toga,200.0,12.0,50.0,170.0,21.0,16.0,2.0
Jason's Deli,New England Blueberry & Cranberry Coffee Cake,340.0,16.0,65.0,390.0,47.0,32.0,4.0
Jason's Deli,Pumpkin Coffee Cake,330.0,15.0,60.0,370.0,45.0,16.0,4.0
Jason's Deli,Southwest Wrap with Bacon & Egg,611.0,36.0,445.0,920.0,39.0,2.0,36.0
Jason's Deli,Veggie Breakfast Wrap,581.0,32.0,415.0,920.0,46.0,2.0,33.0
Jason's Deli,Yogurt Parfait,250.0,3.0,15.0,160.0,47.0,40.0,11.0
Jason's Deli,Chocolate Caramel Bite,100.0,5.0,10.0,80.0,15.0,8.0,1.0
Jason's Deli,Chocolate Chip Cookie,310.0,15.0,25.0,220.0,43.0,27.0,3.0
Jason's Deli,Chocolate Ice Cream,220.0,6.0,20.0,115.0,36.0,35.0,6.0
Jason's Deli,Chocolate Syrup,100.0,1.0,0.0,15.0,22.0,21.0,1.0
Jason's Deli,Cranberry Walnut Cookie,300.0,16.0,30.0,170.0,38.0,19.0,4.0
Jason's Deli,Fudge Nut Brownie,450.0,26.0,110.0,170.0,54.0,42.0,6.0
Jason's Deli,Gluten Free Snickerdoodle Cookie,210.0,8.0,40.0,150.0,34.0,17.0,1.0
Jason's Deli,Ice Cream Cone,20.0,0.0,0.0,5.0,4.0,0.0,0.0
Jason's Deli,Peanut Butter Brownie Bite,80.0,5.0,10.0,40.0,9.0,7.0,1.0
Jason's Deli,Plain Cheesecake,531.0,36.0,120.0,400.0,48.0,39.0,6.0
Jason's Deli,Strawberry Shortcake,701.0,27.0,105.0,840.0,102.0,61.0,9.0
Jason's Deli,Strawberry Topped Cheesecake,550.0,36.0,120.0,400.0,52.0,41.0,7.0
Jason's Deli,Sugar Cookie,320.0,16.0,40.0,160.0,42.0,23.0,4.0
Jason's Deli,Vanilla Ice Cream,210.0,6.0,25.0,100.0,35.0,35.0,6.0
Jason's Deli,White Chocolate Macadamia Nut Cookie,330.0,18.0,35.0,200.0,40.0,26.0,4.0
Jason's Deli,White Chocolate Raspberry Bite,120.0,4.0,10.0,60.0,20.0,15.0,1.0
Jason's Deli,Kid's Baked Potato,671.0,31.0,100.0,550.0,78.0,7.0,23.0
Jason's Deli,Kid's Bowtie Pasta & Chicken Alfredo,621.0,31.0,125.0,1780.0,54.0,6.0,28.0
Jason's Deli,Kid's Bowtie Pasta & Meatballs,611.0,31.0,75.0,1850.0,61.0,9.0,23.0
Jason's Deli,Kid's Cheese Pizza,471.0,21.0,40.0,820.0,52.0,4.0,21.0
Jason's Deli,Kid's Chicken Tenders,240.0,9.0,55.0,600.0,22.0,2.0,18.0
Jason's Deli,Kid's Ham & Cheese Sliders,320.0,10.0,50.0,1050.0,38.0,7.0,22.0
Jason's Deli,Kid's Ham & Cheese Wrap,230.0,10.0,50.0,930.0,20.0,2.0,19.0
Jason's Deli,Kid's Macaroni & Cheese,420.0,23.0,65.0,820.0,36.0,5.0,16.0
Jason's Deli,Kid's Pepperoni Pizza,521.0,25.0,50.0,1010.0,52.0,4.0,23.0
Jason's Deli,Kid's Turkey & Cheese Sliders,330.0,8.0,60.0,1160.0,38.0,7.0,24.0
Jason's Deli,Kid's Turkey & Cheese Wheat Wrap,240.0,8.0,60.0,1040.0,20.0,2.0,21.0
Jason's Deli,Chicken Alfredo Pasta with Focaccia Bread,1451.0,83.0,285.0,3690.0,110.0,12.0,67.0
Jason's Deli,Chicken Pasta Primo with Focaccia Bread,1291.0,67.0,210.0,3550.0,120.0,24.0,58.0
Jason's Deli,Lighter Chicken Alfredo Pasta with Focaccia Bread,791.0,40.0,125.0,2090.0,72.0,11.0,36.0
Jason's Deli,Lighter Chicken Pasta Primo with Focaccia Bread,791.0,40.0,125.0,2090.0,72.0,11.0,36.0
Jason's Deli,Lighter Penne Pasta & Meatballs with Focaccia,861.0,48.0,110.0,2230.0,74.0,9.0,35.0
Jason's Deli,Penne Pasta & Meatballs with Focaccia Bread,1361.0,76.0,165.0,3650.0,121.0,17.0,52.0
Jason's Deli,Zucchini Garden Pasta with Focaccia Bread,1291.0,80.0,60.0,2470.0,119.0,10.0,36.0
Jason's Deli,Lean Green Sweet Potato,791.0,11.0,35.0,580.0,154.0,42.0,26.0
Jason's Deli,Lighter Lean Green Sweet Potato,500.0,6.0,20.0,340.0,100.0,28.0,15.0
Jason's Deli,Lighter Plain Jane Potato,1031.0,49.0,160.0,770.0,120.0,12.0,30.0
Jason's Deli,Lighter Pollo Mexicano Potato,851.0,27.0,135.0,640.0,121.0,14.0,33.0
Jason's Deli,Lighter Sweet Papa Verde,841.0,33.0,100.0,1210.0,107.0,30.0,32.0
Jason's Deli,Lighter Texas Spud,881.0,27.0,80.0,830.0,139.0,27.0,32.0
Jason's Deli,Pollo Mexicano Potato,1371.0,52.0,215.0,930.0,183.0,21.0,46.0
Jason's Deli,Sweet Papa Verde,1441.0,67.0,185.0,2290.0,163.0,46.0,56.0
Jason's Deli,Texas Spud,1522.0,54.0,160.0,1640.0,220.0,48.0,57.0
Jason's Deli,Artichoke Hearts,10.0,0.0,0.0,125.0,2.0,0.0,1.0
Jason's Deli,Black Bean & Corn Taco Salad without dressing,1121.0,67.0,100.0,1200.0,105.0,11.0,31.0
Jason's Deli,Broccoli Florets,15.0,0.0,0.0,15.0,3.0,1.0,1.0
Jason's Deli,Croutons,140.0,6.0,0.0,270.0,20.0,1.0,1.0
Jason's Deli,Cucumber Slices,2.0,0.0,0.0,0.0,1.0,1.0,0.0
Jason's Deli,Grape Tomatoes,15.0,0.0,0.0,0.0,3.0,0.0,1.0
Jason's Deli,Green Peas,35.0,0.0,0.0,50.0,6.0,2.0,2.0
Jason's Deli,Hard Boiled Egg,70.0,5.0,170.0,55.0,0.0,0.0,6.0
Jason's Deli,Italian Peppers,2.0,0.0,0.0,440.0,1.0,1.0,0.0
Jason's Deli,Jalapeno Ranch Dressing,20.0,2.0,0.0,40.0,0.0,0.0,0.0
Jason's Deli,Jalapenos,2.0,0.0,0.0,90.0,1.0,0.0,0.0
Jason's Deli,Kalamata Olives,5.0,1.0,0.0,30.0,0.0,0.0,0.0
Jason's Deli,Mixed Salad Greens,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Jason's Deli,Organic Baby Carrots,10.0,0.0,0.0,15.0,2.0,1.0,0.0
Jason's Deli,Organic Field Greens,2.0,0.0,0.0,10.0,1.0,1.0,0.0
Jason's Deli,Organic Red Apples,30.0,0.0,0.0,0.0,8.0,6.0,0.0
Jason's Deli,Organic Spinach,10.0,0.0,0.0,40.0,2.0,0.0,1.0
Jason's Deli,Potato Salad,260.0,18.0,65.0,350.0,20.0,2.0,4.0
Jason's Deli,Red Bell Peppers,5.0,0.0,0.0,0.0,1.0,1.0,0.0
Jason's Deli,Red Onion Rings,4.0,0.0,0.0,0.0,1.0,0.0,1.0
Jason's Deli,Sliced Mushrooms,5.0,0.0,0.0,0.0,1.0,0.0,1.0
Jason's Deli,Stuffed Green Olives,5.0,1.0,0.0,125.0,0.0,0.0,0.0
